Dog_ID,Breed,Dog_Age,Behavior,Size,Health_Condition,Housing_Type,Lifestyle,Family_Composition,Pet_Experience,Match_Category
2075,Aspin,8 years,Energetic,Large,Special Needs,Apartment,Active,With Kids,No,Good Match ✅
2076,Aspin,1.5 years,Energetic,Medium,Healthy,Apartment,Active,No Kids,Yes,Good Match ✅
2077,Aspin,3 years,Energetic,Medium,Chronic Illness,Condo,Sedentary,No Kids,Yes,Bad Match ❌
2078,Aspin,2 years,Energetic,Small,Special Needs,Condo,Active,With Kids,Yes,Good Match ✅
2079,Aspin,3 years,Calm,Medium,Healthy,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
2080,Aspin,3 years,Energetic,Small,Special Needs,House,Active,With Kids,Yes,Bad Match ❌
2081,Aspin,8 years,Independent,Medium,Healthy,Apartment,Active,With Kids,No,Bad Match ❌
2082,Aspin,1.5 years,Energetic,Medium,Special Needs,Apartment,Sedentary,No Kids,No,Good Match ✅
2083,Aspin,8 years,Calm,Large,Special Needs,Apartment,Active,With Kids,No,Bad Match ❌
2084,Aspin,8 years,Aggressive,Large,Chronic Illness,House,Active,With Kids,No,Bad Match ❌
2085,Aspin,5 years,Calm,Medium,Chronic Illness,Apartment,Active,With Kids,No,Bad Match ❌
2086,Aspin,3 years,Independent,Small,Healthy,House,Sedentary,No Kids,Yes,Good Match ✅
2087,Aspin,7 years,Energetic,Small,Special Needs,Apartment,Active,With Kids,No,Good Match ✅
2088,Aspin,1.5 years,Energetic,Large,Chronic Illness,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2089,Aspin,8 years,Energetic,Medium,Special Needs,Condo,Active,No Kids,No,Good Match ✅
2090,Aspin,7 years,Energetic,Large,Special Needs,Apartment,Active,With Kids,No,Bad Match ❌
2091,Aspin,8 years,Energetic,Large,Healthy,Condo,Sedentary,No Kids,No,Bad Match ❌
2092,Aspin,7 years,Energetic,Small,Healthy,House,Active,With Kids,No,Good Match ✅
2093,Aspin,3 years,Independent,Large,Healthy,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2094,Aspin,5 years,Calm,Large,Chronic Illness,Condo,Sedentary,With Kids,No,Bad Match ❌
2095,Aspin,3 years,Energetic,Small,Chronic Illness,House,Active,No Kids,No,Good Match ✅
2096,Aspin,7 years,Independent,Medium,Chronic Illness,Apartment,Active,No Kids,Yes,Good Match ✅
2097,Aspin,2 years,Aggressive,Large,Healthy,Condo,Active,With Kids,Yes,Good Match ✅
2098,Aspin,2 years,Aggressive,Small,Chronic Illness,Apartment,Active,No Kids,No,Good Match ✅
2099,Aspin,3 years,Calm,Large,Healthy,Condo,Sedentary,With Kids,Yes,Good Match ✅
2100,Aspin,1.5 years,Aggressive,Medium,Chronic Illness,House,Sedentary,No Kids,No,Good Match ✅
2101,Aspin,1.5 years,Independent,Large,Chronic Illness,House,Sedentary,No Kids,Yes,Good Match ✅
2102,Aspin,3 years,Aggressive,Large,Chronic Illness,House,Active,No Kids,No,Good Match ✅
2103,Aspin,5 years,Independent,Small,Chronic Illness,Condo,Sedentary,With Kids,Yes,Bad Match ❌
2104,Aspin,3 years,Aggressive,Large,Chronic Illness,Apartment,Active,With Kids,No,Bad Match ❌
2105,Aspin,3 years,Independent,Medium,Healthy,Apartment,Active,With Kids,No,Bad Match ❌
2106,Aspin,8 years,Calm,Large,Special Needs,Condo,Sedentary,With Kids,Yes,Good Match ✅
2107,Aspin,3 years,Aggressive,Small,Healthy,Condo,Active,With Kids,No,Good Match ✅
2108,Aspin,1.5 years,Energetic,Small,Special Needs,Condo,Sedentary,With Kids,Yes,Good Match ✅
2109,Aspin,7 years,Energetic,Large,Special Needs,Condo,Active,No Kids,Yes,Bad Match ❌
2110,Aspin,1.5 years,Energetic,Small,Special Needs,Condo,Sedentary,No Kids,Yes,Bad Match ❌
2111,Aspin,1.5 years,Energetic,Medium,Special Needs,Condo,Sedentary,No Kids,No,Bad Match ❌
2112,Aspin,7 years,Aggressive,Large,Special Needs,Apartment,Sedentary,No Kids,Yes,Good Match ✅
2113,Aspin,2 years,Energetic,Small,Special Needs,Condo,Active,With Kids,No,Bad Match ❌
2114,Aspin,8 years,Aggressive,Large,Healthy,Condo,Sedentary,No Kids,No,Good Match ✅
2115,Aspin,7 years,Energetic,Medium,Special Needs,Apartment,Active,With Kids,No,Good Match ✅
2116,Aspin,2 years,Energetic,Medium,Chronic Illness,House,Sedentary,With Kids,No,Good Match ✅
2117,Aspin,2 years,Calm,Large,Chronic Illness,House,Active,No Kids,Yes,Good Match ✅
2118,Aspin,3 years,Independent,Small,Special Needs,Apartment,Sedentary,No Kids,Yes,Good Match ✅
2119,Aspin,8 years,Calm,Large,Special Needs,Apartment,Active,No Kids,Yes,Good Match ✅
2120,Aspin,2 years,Calm,Medium,Special Needs,House,Sedentary,No Kids,No,Bad Match ❌
2121,Aspin,3 years,Calm,Medium,Chronic Illness,House,Sedentary,No Kids,No,Bad Match ❌
2122,Aspin,5 years,Independent,Large,Chronic Illness,Apartment,Active,With Kids,Yes,Good Match ✅
2123,Aspin,3 years,Independent,Small,Special Needs,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
2124,Aspin,5 years,Energetic,Medium,Special Needs,Apartment,Active,No Kids,Yes,Bad Match ❌
2125,Aspin,8 years,Aggressive,Small,Healthy,House,Active,No Kids,No,Bad Match ❌
2126,Aspin,2 years,Independent,Small,Healthy,Condo,Active,With Kids,No,Good Match ✅
2127,Aspin,5 years,Aggressive,Large,Healthy,House,Sedentary,With Kids,Yes,Bad Match ❌
2128,Aspin,5 years,Energetic,Large,Healthy,Apartment,Sedentary,No Kids,No,Good Match ✅
2129,Aspin,5 years,Aggressive,Small,Special Needs,House,Active,With Kids,No,Good Match ✅
2130,Aspin,1.5 years,Independent,Large,Chronic Illness,House,Sedentary,No Kids,Yes,Bad Match ❌
2131,Aspin,7 years,Energetic,Medium,Healthy,House,Sedentary,No Kids,No,Bad Match ❌
2132,Aspin,3 years,Aggressive,Medium,Special Needs,House,Active,No Kids,Yes,Bad Match ❌
2133,Aspin,2 years,Calm,Medium,Special Needs,House,Sedentary,With Kids,No,Bad Match ❌
2134,Aspin,7 years,Energetic,Small,Chronic Illness,House,Sedentary,No Kids,No,Good Match ✅
2135,Aspin,3 years,Independent,Medium,Chronic Illness,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2136,Aspin,5 years,Independent,Medium,Special Needs,House,Active,No Kids,No,Good Match ✅
2137,Aspin,3 years,Aggressive,Small,Chronic Illness,Apartment,Sedentary,No Kids,Yes,Good Match ✅
2138,Aspin,7 years,Aggressive,Small,Chronic Illness,Condo,Sedentary,With Kids,No,Bad Match ❌
2139,Aspin,5 years,Aggressive,Medium,Chronic Illness,Condo,Active,With Kids,No,Bad Match ❌
2140,Aspin,2 years,Calm,Medium,Special Needs,Apartment,Active,No Kids,No,Bad Match ❌
2141,Aspin,5 years,Independent,Small,Special Needs,Apartment,Sedentary,With Kids,Yes,Bad Match ❌
2142,Aspin,2 years,Calm,Medium,Healthy,Condo,Active,No Kids,Yes,Bad Match ❌
2143,Aspin,3 years,Aggressive,Small,Chronic Illness,House,Active,With Kids,No,Good Match ✅
2144,Aspin,8 years,Aggressive,Large,Chronic Illness,House,Active,No Kids,No,Bad Match ❌
2145,Aspin,2 years,Calm,Large,Healthy,Condo,Active,With Kids,No,Bad Match ❌
2146,Aspin,7 years,Aggressive,Large,Healthy,Condo,Active,With Kids,Yes,Bad Match ❌
2147,Aspin,8 years,Energetic,Small,Chronic Illness,Apartment,Sedentary,No Kids,Yes,Good Match ✅
2148,Aspin,1.5 years,Calm,Large,Special Needs,Condo,Active,No Kids,No,Bad Match ❌
2149,Aspin,1.5 years,Aggressive,Medium,Chronic Illness,Apartment,Active,No Kids,Yes,Bad Match ❌
2150,Aspin,1.5 years,Calm,Small,Special Needs,Condo,Sedentary,No Kids,Yes,Good Match ✅
2151,Aspin,7 years,Independent,Small,Special Needs,Apartment,Active,With Kids,No,Good Match ✅
2152,Aspin,7 years,Calm,Small,Healthy,Condo,Active,No Kids,No,Bad Match ❌
2153,Aspin,3 years,Calm,Small,Chronic Illness,House,Active,No Kids,No,Good Match ✅
2154,Aspin,7 years,Aggressive,Large,Chronic Illness,House,Active,With Kids,Yes,Bad Match ❌
2155,Aspin,1.5 years,Calm,Large,Chronic Illness,Apartment,Active,No Kids,No,Good Match ✅
2156,Aspin,3 years,Aggressive,Small,Special Needs,House,Active,No Kids,No,Bad Match ❌
2157,Aspin,1.5 years,Calm,Medium,Healthy,Apartment,Active,No Kids,Yes,Bad Match ❌
2158,Aspin,5 years,Energetic,Large,Special Needs,Condo,Sedentary,No Kids,No,Good Match ✅
2159,Aspin,1.5 years,Calm,Large,Healthy,House,Sedentary,No Kids,Yes,Good Match ✅
2160,Aspin,5 years,Calm,Large,Healthy,Apartment,Active,No Kids,Yes,Bad Match ❌
2161,Aspin,1.5 years,Calm,Small,Healthy,Apartment,Sedentary,With Kids,No,Bad Match ❌
2162,Aspin,3 years,Independent,Medium,Healthy,House,Active,No Kids,Yes,Bad Match ❌
2163,Aspin,5 years,Energetic,Small,Special Needs,House,Sedentary,With Kids,No,Bad Match ❌
2164,Aspin,8 years,Aggressive,Small,Healthy,House,Sedentary,No Kids,No,Bad Match ❌
2165,Aspin,8 years,Aggressive,Small,Special Needs,Apartment,Active,With Kids,Yes,Good Match ✅
2166,Aspin,1.5 years,Energetic,Medium,Chronic Illness,Condo,Sedentary,No Kids,No,Good Match ✅
2167,Aspin,3 years,Independent,Large,Special Needs,Condo,Active,With Kids,No,Good Match ✅
2168,Aspin,1.5 years,Calm,Medium,Special Needs,Condo,Sedentary,With Kids,Yes,Good Match ✅
2169,Aspin,8 years,Independent,Large,Special Needs,Apartment,Sedentary,With Kids,Yes,Bad Match ❌
2170,Aspin,3 years,Calm,Large,Special Needs,Apartment,Sedentary,No Kids,Yes,Good Match ✅
2171,Aspin,1.5 years,Energetic,Medium,Healthy,Condo,Sedentary,With Kids,No,Bad Match ❌
2172,Aspin,7 years,Aggressive,Medium,Chronic Illness,Condo,Sedentary,No Kids,Yes,Bad Match ❌
2173,Aspin,5 years,Calm,Small,Special Needs,Apartment,Active,With Kids,No,Good Match ✅
2174,Aspin,3 years,Calm,Medium,Special Needs,Apartment,Sedentary,No Kids,No,Good Match ✅
2175,Aspin,5 years,Energetic,Large,Healthy,Condo,Active,With Kids,Yes,Bad Match ❌
2176,Aspin,5 years,Aggressive,Medium,Chronic Illness,House,Active,With Kids,No,Good Match ✅
2177,Aspin,8 years,Energetic,Large,Chronic Illness,Apartment,Sedentary,With Kids,Yes,Bad Match ❌
2178,Aspin,3 years,Aggressive,Small,Special Needs,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2179,Aspin,2 years,Aggressive,Medium,Healthy,Apartment,Active,No Kids,No,Good Match ✅
2180,Aspin,1.5 years,Calm,Small,Healthy,Apartment,Active,No Kids,No,Bad Match ❌
2181,Aspin,5 years,Aggressive,Medium,Chronic Illness,Condo,Active,With Kids,No,Bad Match ❌
2182,Aspin,7 years,Aggressive,Medium,Chronic Illness,House,Active,With Kids,Yes,Good Match ✅
2183,Aspin,5 years,Energetic,Large,Special Needs,Apartment,Active,With Kids,Yes,Good Match ✅
2184,Aspin,8 years,Calm,Small,Healthy,Apartment,Active,No Kids,No,Good Match ✅
2185,Aspin,1.5 years,Calm,Medium,Chronic Illness,Condo,Active,With Kids,Yes,Good Match ✅
2186,Aspin,3 years,Independent,Large,Chronic Illness,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
2187,Aspin,7 years,Calm,Small,Chronic Illness,House,Active,With Kids,No,Bad Match ❌
2188,Aspin,8 years,Calm,Medium,Chronic Illness,House,Sedentary,No Kids,Yes,Bad Match ❌
2189,Aspin,5 years,Independent,Medium,Healthy,Apartment,Sedentary,With Kids,No,Bad Match ❌
2190,Aspin,5 years,Energetic,Small,Healthy,Condo,Sedentary,No Kids,Yes,Good Match ✅
2191,Aspin,3 years,Energetic,Large,Special Needs,Apartment,Sedentary,No Kids,No,Good Match ✅
2192,Aspin,7 years,Aggressive,Small,Special Needs,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2193,Aspin,3 years,Energetic,Medium,Special Needs,Apartment,Sedentary,With Kids,No,Bad Match ❌
2194,Aspin,5 years,Independent,Medium,Chronic Illness,Condo,Active,No Kids,No,Good Match ✅
2195,Aspin,2 years,Independent,Medium,Special Needs,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
2196,Aspin,5 years,Energetic,Medium,Healthy,Apartment,Sedentary,No Kids,No,Bad Match ❌
2197,Aspin,8 years,Energetic,Small,Special Needs,House,Active,With Kids,Yes,Bad Match ❌
2198,Aspin,8 years,Independent,Medium,Healthy,House,Sedentary,No Kids,Yes,Bad Match ❌
2199,Aspin,8 years,Aggressive,Small,Chronic Illness,Condo,Active,No Kids,Yes,Good Match ✅
2200,Aspin,8 years,Energetic,Large,Special Needs,Apartment,Sedentary,With Kids,No,Good Match ✅
2201,Aspin,7 years,Independent,Small,Special Needs,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2202,Aspin,3 years,Energetic,Large,Special Needs,Apartment,Active,With Kids,Yes,Good Match ✅
2203,Aspin,8 years,Calm,Medium,Chronic Illness,Condo,Active,With Kids,Yes,Bad Match ❌
2204,Aspin,1.5 years,Calm,Small,Special Needs,Condo,Active,No Kids,Yes,Bad Match ❌
2205,Aspin,7 years,Calm,Small,Healthy,Condo,Active,No Kids,Yes,Bad Match ❌
2206,Aspin,7 years,Energetic,Medium,Chronic Illness,House,Active,No Kids,No,Good Match ✅
2207,Aspin,8 years,Calm,Large,Healthy,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2208,Aspin,7 years,Energetic,Medium,Special Needs,Condo,Active,With Kids,Yes,Bad Match ❌
2209,Aspin,7 years,Calm,Small,Chronic Illness,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2210,Aspin,5 years,Independent,Medium,Healthy,House,Active,With Kids,No,Bad Match ❌
2211,Aspin,5 years,Calm,Medium,Special Needs,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2212,Aspin,7 years,Independent,Large,Special Needs,Apartment,Sedentary,With Kids,No,Good Match ✅
2213,Aspin,3 years,Independent,Large,Special Needs,Condo,Active,No Kids,Yes,Good Match ✅
2214,Aspin,3 years,Independent,Small,Special Needs,House,Sedentary,No Kids,Yes,Bad Match ❌
2215,Aspin,7 years,Aggressive,Small,Special Needs,House,Active,No Kids,No,Bad Match ❌
2216,Aspin,7 years,Independent,Medium,Chronic Illness,House,Sedentary,No Kids,Yes,Bad Match ❌
2217,Aspin,8 years,Calm,Small,Chronic Illness,Condo,Active,No Kids,No,Good Match ✅
2218,Aspin,8 years,Energetic,Medium,Healthy,Condo,Sedentary,With Kids,Yes,Bad Match ❌
2219,Aspin,2 years,Energetic,Medium,Special Needs,Condo,Sedentary,With Kids,No,Good Match ✅
2220,Aspin,7 years,Calm,Medium,Special Needs,Apartment,Active,No Kids,Yes,Good Match ✅
2221,Aspin,3 years,Aggressive,Large,Chronic Illness,Condo,Active,No Kids,Yes,Good Match ✅
2222,Aspin,7 years,Independent,Small,Chronic Illness,Apartment,Sedentary,No Kids,No,Bad Match ❌
2223,Aspin,2 years,Energetic,Medium,Healthy,Condo,Sedentary,With Kids,Yes,Good Match ✅
2224,Aspin,1.5 years,Calm,Small,Chronic Illness,House,Sedentary,With Kids,No,Good Match ✅
2225,Aspin,3 years,Aggressive,Large,Special Needs,House,Active,No Kids,Yes,Bad Match ❌
2226,Aspin,3 years,Energetic,Small,Chronic Illness,Condo,Sedentary,No Kids,No,Good Match ✅
2227,Aspin,8 years,Calm,Small,Special Needs,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2228,Aspin,1.5 years,Calm,Medium,Chronic Illness,House,Active,No Kids,Yes,Bad Match ❌
2229,Aspin,5 years,Energetic,Small,Healthy,House,Sedentary,With Kids,Yes,Bad Match ❌
2230,Aspin,2 years,Aggressive,Large,Healthy,Condo,Active,No Kids,Yes,Bad Match ❌
2231,Aspin,3 years,Aggressive,Medium,Special Needs,Condo,Active,With Kids,No,Bad Match ❌
2232,Aspin,5 years,Energetic,Large,Healthy,Apartment,Active,No Kids,Yes,Bad Match ❌
2233,Aspin,2 years,Aggressive,Small,Chronic Illness,Condo,Sedentary,No Kids,No,Bad Match ❌
2234,Aspin,5 years,Aggressive,Medium,Healthy,House,Active,With Kids,No,Bad Match ❌
2235,Aspin,1.5 years,Energetic,Small,Healthy,Apartment,Active,No Kids,Yes,Bad Match ❌
2236,Aspin,1.5 years,Energetic,Small,Chronic Illness,House,Sedentary,With Kids,Yes,Good Match ✅
2237,Aspin,7 years,Aggressive,Small,Healthy,House,Active,With Kids,Yes,Bad Match ❌
2238,Aspin,5 years,Calm,Medium,Healthy,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2239,Aspin,3 years,Independent,Small,Chronic Illness,Condo,Sedentary,No Kids,Yes,Good Match ✅
2240,Aspin,8 years,Calm,Small,Special Needs,Apartment,Sedentary,With Kids,No,Bad Match ❌
2241,Aspin,1.5 years,Aggressive,Large,Chronic Illness,Condo,Active,With Kids,No,Bad Match ❌
2242,Aspin,2 years,Calm,Medium,Healthy,House,Active,No Kids,Yes,Bad Match ❌
2243,Aspin,5 years,Independent,Medium,Chronic Illness,Apartment,Active,No Kids,Yes,Good Match ✅
2244,Aspin,2 years,Independent,Large,Healthy,Apartment,Active,With Kids,Yes,Bad Match ❌
2245,Aspin,7 years,Independent,Large,Chronic Illness,House,Active,No Kids,Yes,Good Match ✅
2246,Aspin,7 years,Energetic,Large,Chronic Illness,House,Sedentary,With Kids,No,Bad Match ❌
2247,Aspin,1.5 years,Energetic,Medium,Healthy,Condo,Sedentary,With Kids,No,Good Match ✅
2248,Aspin,5 years,Aggressive,Large,Healthy,House,Active,With Kids,No,Good Match ✅
2249,Aspin,8 years,Calm,Small,Healthy,House,Sedentary,No Kids,Yes,Good Match ✅
2250,Aspin,5 years,Independent,Large,Special Needs,Condo,Active,With Kids,Yes,Good Match ✅
2251,Aspin,5 years,Independent,Medium,Special Needs,Condo,Sedentary,With Kids,Yes,Bad Match ❌
2252,Aspin,3 years,Energetic,Large,Special Needs,Apartment,Active,With Kids,Yes,Bad Match ❌
2253,Aspin,1.5 years,Calm,Medium,Healthy,Apartment,Sedentary,With Kids,No,Good Match ✅
2254,Aspin,5 years,Calm,Medium,Healthy,House,Sedentary,With Kids,No,Bad Match ❌
2255,Aspin,2 years,Calm,Small,Chronic Illness,Condo,Active,With Kids,Yes,Good Match ✅
2256,Aspin,2 years,Aggressive,Large,Chronic Illness,House,Active,No Kids,No,Good Match ✅
2257,Aspin,8 years,Energetic,Medium,Special Needs,House,Sedentary,With Kids,Yes,Bad Match ❌
2258,Aspin,1.5 years,Aggressive,Large,Special Needs,Apartment,Active,No Kids,No,Bad Match ❌
2259,Aspin,1.5 years,Energetic,Medium,Special Needs,House,Sedentary,No Kids,Yes,Bad Match ❌
2260,Aspin,8 years,Calm,Medium,Chronic Illness,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2261,Aspin,7 years,Independent,Medium,Special Needs,Condo,Sedentary,With Kids,No,Good Match ✅
2262,Aspin,5 years,Independent,Medium,Special Needs,House,Sedentary,No Kids,No,Good Match ✅
2263,Aspin,8 years,Energetic,Medium,Healthy,House,Sedentary,With Kids,No,Good Match ✅
2264,Aspin,8 years,Energetic,Large,Healthy,House,Active,No Kids,No,Good Match ✅
2265,Aspin,5 years,Energetic,Small,Chronic Illness,Condo,Sedentary,No Kids,Yes,Bad Match ❌
2266,Aspin,2 years,Calm,Small,Healthy,House,Sedentary,No Kids,Yes,Good Match ✅
2267,Aspin,2 years,Calm,Large,Chronic Illness,Condo,Active,No Kids,No,Bad Match ❌
2268,Aspin,3 years,Calm,Large,Healthy,Apartment,Active,With Kids,No,Good Match ✅
2269,Aspin,1.5 years,Calm,Large,Chronic Illness,Apartment,Sedentary,No Kids,No,Bad Match ❌
2270,Aspin,5 years,Aggressive,Small,Healthy,Apartment,Active,With Kids,Yes,Bad Match ❌
2271,Aspin,7 years,Calm,Medium,Healthy,Condo,Sedentary,No Kids,Yes,Bad Match ❌
2272,Aspin,3 years,Aggressive,Large,Special Needs,Condo,Sedentary,With Kids,Yes,Good Match ✅
2273,Aspin,2 years,Calm,Medium,Chronic Illness,House,Active,With Kids,Yes,Good Match ✅
2274,Aspin,5 years,Energetic,Small,Chronic Illness,House,Sedentary,With Kids,No,Good Match ✅
2275,Aspin,5 years,Calm,Large,Special Needs,Apartment,Sedentary,With Kids,No,Bad Match ❌
2276,Aspin,3 years,Calm,Medium,Special Needs,Apartment,Sedentary,No Kids,Yes,Good Match ✅
2277,Aspin,7 years,Calm,Small,Healthy,Condo,Sedentary,No Kids,No,Good Match ✅
2278,Aspin,8 years,Independent,Large,Chronic Illness,Apartment,Active,With Kids,No,Good Match ✅
2279,Aspin,3 years,Independent,Medium,Chronic Illness,Apartment,Active,No Kids,No,Bad Match ❌
2280,Aspin,7 years,Energetic,Large,Healthy,House,Active,No Kids,No,Good Match ✅
2281,Aspin,8 years,Calm,Medium,Chronic Illness,House,Active,With Kids,No,Bad Match ❌
2282,Aspin,5 years,Aggressive,Medium,Special Needs,House,Active,No Kids,Yes,Bad Match ❌
2283,Aspin,5 years,Independent,Large,Chronic Illness,Condo,Sedentary,With Kids,No,Good Match ✅
2284,Aspin,5 years,Independent,Large,Special Needs,Condo,Active,No Kids,No,Bad Match ❌
2285,Aspin,1.5 years,Calm,Medium,Healthy,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2286,Aspin,5 years,Independent,Small,Healthy,Condo,Sedentary,No Kids,No,Good Match ✅
2287,Aspin,1.5 years,Calm,Small,Chronic Illness,Apartment,Sedentary,With Kids,Yes,Bad Match ❌
2288,Aspin,5 years,Aggressive,Small,Special Needs,House,Sedentary,No Kids,No,Good Match ✅
2289,Aspin,7 years,Calm,Medium,Chronic Illness,Apartment,Sedentary,With Kids,No,Bad Match ❌
2290,Aspin,2 years,Energetic,Medium,Chronic Illness,House,Active,No Kids,Yes,Good Match ✅
2291,Aspin,8 years,Aggressive,Medium,Special Needs,House,Sedentary,With Kids,No,Bad Match ❌
2292,Aspin,1.5 years,Aggressive,Medium,Special Needs,House,Active,With Kids,Yes,Good Match ✅
2293,Aspin,7 years,Aggressive,Medium,Chronic Illness,Condo,Active,With Kids,No,Good Match ✅
2294,Aspin,3 years,Independent,Small,Special Needs,Apartment,Sedentary,No Kids,No,Good Match ✅
2295,Aspin,3 years,Aggressive,Medium,Special Needs,House,Active,No Kids,Yes,Bad Match ❌
2296,Aspin,2 years,Aggressive,Medium,Healthy,Condo,Active,With Kids,Yes,Bad Match ❌
2297,Aspin,1.5 years,Independent,Medium,Healthy,Condo,Active,No Kids,Yes,Bad Match ❌
2298,Aspin,2 years,Independent,Medium,Chronic Illness,House,Active,With Kids,No,Good Match ✅
2299,Aspin,1.5 years,Aggressive,Small,Chronic Illness,House,Active,With Kids,Yes,Good Match ✅
2300,Aspin,5 years,Aggressive,Small,Chronic Illness,Apartment,Active,No Kids,No,Bad Match ❌
2301,Aspin,8 years,Aggressive,Medium,Healthy,Condo,Sedentary,With Kids,Yes,Good Match ✅
2302,Aspin,1.5 years,Aggressive,Medium,Healthy,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
2303,Aspin,5 years,Energetic,Small,Special Needs,Apartment,Sedentary,With Kids,No,Bad Match ❌
2304,Aspin,5 years,Aggressive,Medium,Special Needs,Condo,Sedentary,No Kids,No,Good Match ✅
2305,Aspin,5 years,Independent,Small,Chronic Illness,Condo,Active,No Kids,No,Good Match ✅
2306,Aspin,1.5 years,Calm,Medium,Chronic Illness,House,Sedentary,No Kids,Yes,Good Match ✅
2307,Aspin,8 years,Energetic,Large,Special Needs,Condo,Sedentary,With Kids,No,Good Match ✅
2308,Aspin,2 years,Calm,Small,Chronic Illness,House,Active,With Kids,No,Bad Match ❌
2309,Aspin,1.5 years,Calm,Large,Healthy,House,Active,No Kids,No,Good Match ✅
2310,Aspin,8 years,Independent,Medium,Special Needs,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2311,Aspin,7 years,Energetic,Large,Healthy,Apartment,Sedentary,No Kids,No,Good Match ✅
2312,Aspin,3 years,Energetic,Large,Healthy,House,Active,With Kids,Yes,Good Match ✅
2313,Aspin,8 years,Independent,Small,Healthy,Apartment,Active,With Kids,Yes,Bad Match ❌
2314,Aspin,5 years,Aggressive,Medium,Healthy,Apartment,Sedentary,No Kids,No,Good Match ✅
2315,Aspin,2 years,Independent,Medium,Special Needs,House,Sedentary,No Kids,No,Good Match ✅
2316,Aspin,5 years,Energetic,Medium,Chronic Illness,Condo,Active,No Kids,Yes,Bad Match ❌
2317,Aspin,8 years,Energetic,Small,Special Needs,Condo,Active,With Kids,Yes,Good Match ✅
2318,Aspin,7 years,Aggressive,Large,Chronic Illness,Condo,Sedentary,With Kids,No,Good Match ✅
2319,Aspin,1.5 years,Calm,Medium,Healthy,House,Active,With Kids,Yes,Bad Match ❌
2320,Aspin,7 years,Calm,Large,Healthy,House,Sedentary,With Kids,No,Good Match ✅
2321,Aspin,8 years,Aggressive,Medium,Special Needs,Apartment,Sedentary,With Kids,No,Good Match ✅
2322,Aspin,3 years,Aggressive,Medium,Chronic Illness,Apartment,Active,No Kids,No,Bad Match ❌
2323,Aspin,7 years,Independent,Small,Chronic Illness,Condo,Sedentary,With Kids,Yes,Bad Match ❌
2324,Aspin,7 years,Calm,Small,Special Needs,Condo,Sedentary,With Kids,No,Good Match ✅
2325,Aspin,2 years,Energetic,Large,Chronic Illness,Condo,Sedentary,With Kids,No,Good Match ✅
2326,Aspin,1.5 years,Independent,Medium,Special Needs,Apartment,Active,No Kids,No,Bad Match ❌
2327,Aspin,1.5 years,Aggressive,Medium,Healthy,Condo,Active,With Kids,No,Good Match ✅
2328,Aspin,8 years,Calm,Medium,Chronic Illness,Condo,Active,No Kids,No,Good Match ✅
2329,Aspin,8 years,Energetic,Large,Chronic Illness,Apartment,Active,With Kids,No,Good Match ✅
2330,Aspin,8 years,Independent,Small,Chronic Illness,Condo,Sedentary,No Kids,No,Bad Match ❌
2331,Aspin,7 years,Aggressive,Large,Chronic Illness,Condo,Active,With Kids,Yes,Good Match ✅
2332,Aspin,2 years,Calm,Small,Chronic Illness,House,Active,No Kids,No,Good Match ✅
2333,Aspin,7 years,Energetic,Small,Chronic Illness,House,Sedentary,No Kids,No,Good Match ✅
2334,Aspin,5 years,Calm,Large,Healthy,Apartment,Active,No Kids,No,Good Match ✅
2335,Aspin,1.5 years,Independent,Small,Chronic Illness,House,Sedentary,No Kids,No,Good Match ✅
2336,Aspin,7 years,Aggressive,Small,Special Needs,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2337,Aspin,3 years,Independent,Small,Chronic Illness,House,Active,With Kids,Yes,Good Match ✅
2338,Aspin,5 years,Independent,Small,Chronic Illness,Condo,Sedentary,With Kids,No,Bad Match ❌
2339,Aspin,2 years,Energetic,Small,Healthy,House,Sedentary,With Kids,No,Bad Match ❌
2340,Aspin,1.5 years,Energetic,Large,Special Needs,House,Sedentary,With Kids,No,Bad Match ❌
2341,Aspin,1.5 years,Calm,Small,Chronic Illness,Condo,Sedentary,No Kids,Yes,Bad Match ❌
2342,Aspin,5 years,Independent,Medium,Healthy,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
2343,Aspin,3 years,Energetic,Small,Chronic Illness,House,Sedentary,With Kids,Yes,Bad Match ❌
2344,Aspin,1.5 years,Calm,Medium,Chronic Illness,Condo,Sedentary,With Kids,Yes,Bad Match ❌
